trace_id,dataset,task_id,model,agent_or_harness,success,reward,resolved,duration_s,input_tokens,output_tokens,cache_tokens,total_steps
terminalbench:constraints-scheduling__ACepeFg,terminalbench,constraints-scheduling,gpt-5@openai,openhands,True,1.0,True,430.83099365234375,30799.0,20583.0,,13
terminalbench:dna-insert__iZ5eSUW,terminalbench,dna-insert,gemini-3.1-pro-preview@Google,terminus-3-3,True,1.0,True,354.4830017089844,395678.0,22679.0,,20
terminalbench:constraints-scheduling__gNrd7Eb,terminalbench,constraints-scheduling,gpt-5@openai,mini-swe-agent,True,1.0,True,217.0260009765625,5454.0,10118.0,,4
terminalbench:cobol-modernization__N323gNv,terminalbench,cobol-modernization,grok-code-fast-1@xai,mini-swe-agent,True,1.0,True,925.3079833984375,66630.0,2209.0,,13
terminalbench:git-multibranch__XVuqc3h,terminalbench,git-multibranch,gemini-2.5-pro@gemini,mini-swe-agent,True,1.0,True,342.2130126953125,223109.0,27418.0,,28
terminalbench:circuit-fibsqrt__bGncXpe,terminalbench,circuit-fibsqrt,deepseek-v3.2@deepseek,terminus-2,False,0.0,False,912.708984375,285269.0,16215.0,,14
terminalbench:gcode-to-text__k2g7Zw4,terminalbench,gcode-to-text,gemini-2.5-flash@gemini,terminus-2,False,0.0,False,90.12699890136719,13028.0,2547.0,,9
terminalbench:cobol-modernization__dz24fFR,terminalbench,cobol-modernization,claude-opus-4-1-20250805@anthropic,claude-code,True,1.0,True,306.8299865722656,1466015.0,983.0,,68
terminalbench:code-from-image__PNw6S73,terminalbench,code-from-image,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,213.97999572753906,48973.0,7814.0,,11
terminalbench:financial-document-processor__DzFTsxQ,terminalbench,financial-document-processor,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,105.13500213623047,17664.0,5836.0,,6
terminalbench:78ce32bf-fdc6-4d32-8ed0-00f17bf5f949,terminalbench,crack-7z-hash,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,True,1.0,True,643.9929809570312,1366862.0,4424.0,0.0,139
terminalbench:bn-fit-modify__oxeQdoe,terminalbench,bn-fit-modify,gpt-5-codex@openai,mini-swe-agent,True,1.0,True,522.156005859375,141434.0,17697.0,,19
terminalbench:build-pmars__3d4PWi5,terminalbench,build-pmars,claude-opus-4-6@anthropic,claude-code,False,0.0,False,135.63600158691406,,,,37
terminalbench:feal-differential-cryptanalysis__iXe25Nz,terminalbench,feal-differential-cryptanalysis,claude-sonnet-4-5-20250929@anthropic,claude-code,False,0.0,False,1192.906982421875,2821763.0,2632.0,,68
terminalbench:dna-insert__NKK5xnC,terminalbench,dna-insert,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,311.1080017089844,528532.0,12029.0,,30
terminalbench:build-cython-ext__Wz2DEnz,terminalbench,build-cython-ext,claude-opus-4-6@anthropic,terminus-3-3,True,1.0,True,492.5469970703125,815112.0,14285.0,,33
terminalbench:aa328904-f41c-4f76-95c3-388247c160e9,terminalbench,chess-best-move,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,132.0959930419922,151936.0,7108.0,124552.0,23
terminalbench:custom-memory-heap-crash__xzzeTaX,terminalbench,custom-memory-heap-crash,claude-haiku-4-5-20251001@anthropic,terminus-2,False,0.0,False,721.2490234375,1756242.0,44304.0,,47
terminalbench:4d7c1800-cece-4e48-90aa-8881867387d5,terminalbench,git-multibranch,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,True,1.0,True,355.9620056152344,119184.0,7475.0,0.0,22
terminalbench:circuit-fibsqrt__5o92Jfb,terminalbench,circuit-fibsqrt,gpt-5-mini@openai,openhands,False,0.0,False,3685.22509765625,593170.0,234499.0,,41
terminalbench:code-from-image__Nz6tJgm,terminalbench,code-from-image,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,True,1.0,True,154.0469970703125,60504.0,3491.0,,15
terminalbench:build-pov-ray__c7t9giU,terminalbench,build-pov-ray,gpt-5.1-codex@openai,terminus-2,True,1.0,True,1085.4830322265625,475422.0,32762.0,,34
terminalbench:feal-linear-cryptanalysis__2ZzqjjS,terminalbench,feal-linear-cryptanalysis,gpt-5-mini@openai,openhands,False,0.0,False,714.1329956054688,129434.0,43414.0,,30
terminalbench:filter-js-from-html__npKGxFy,terminalbench,filter-js-from-html,gemini-3-flash-preview@gemini,terminus-2,False,0.0,False,487.1000061035156,,,,4
terminalbench:eb0f0b17-08dc-42df-a541-4da763979a6d,terminalbench,constraints-scheduling,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,True,1.0,True,834.9719848632812,447526.0,22533.0,0.0,36
terminalbench:gpt2-codegolf__jEXU6nU,terminalbench,gpt2-codegolf,claude-opus-4-5-20251101@anthropic,claude-code,False,0.0,False,948.697998046875,,,,117
terminalbench:0680957c-b7e1-492e-b30b-a9e6dd907d53,terminalbench,distribution-search,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,219.6060028076172,186179.0,7082.0,0.0,16
terminalbench:filter-js-from-html__Ekid3Ka,terminalbench,filter-js-from-html,gpt-5.2-codex@openai,deepagent-harbor,False,0.0,False,956.9550170898438,,,,23
terminalbench:build-pmars__pMnwoDF,terminalbench,build-pmars,claude-opus-4-1-20250805@anthropic,mini-swe-agent,False,0.0,False,301.6960144042969,340378.0,3789.0,,42
terminalbench:cobol-modernization__6rhSGo9,terminalbench,cobol-modernization,gpt-5.2@openai,terminus-2,True,1.0,True,231.35499572753906,,,,6
terminalbench:circuit-fibsqrt__4qbFqh3,terminalbench,circuit-fibsqrt,gemini-2.5-flash@gemini,openhands,False,0.0,False,3942.27392578125,80491107.0,591486.0,,589
terminalbench:caffe-cifar-10__B6iv75W,terminalbench,caffe-cifar-10,claude-opus-4-1-20250805@anthropic,openhands,False,0.0,False,357.2380065917969,374087.0,3832.0,,40
terminalbench:cfec35ed-b201-4326-b4bc-cfeb091ecc46,terminalbench,git-multibranch,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,96.1780014038086,5677.0,5143.0,0.0,4
terminalbench:crack-7z-hash__dEMzNet,terminalbench,crack-7z-hash,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,604.9970092773438,566661.0,13182.0,,55
terminalbench:dna-assembly__PZv2pJV,terminalbench,dna-assembly,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,272.9320068359375,295771.0,6952.0,,24
terminalbench:fix-ocaml-gc__U4WL7pw,terminalbench,fix-ocaml-gc,gemini-2.5-pro@gemini,openhands,False,0.0,False,4668.64306640625,179048239.0,55199.0,,983
terminalbench:4358d375-f869-4cdc-b30c-40c3aed0a0c9,terminalbench,gcode-to-text,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,118.58699798583984,70877.0,3956.0,58223.0,21
terminalbench:break-filter-js-from-html__zyFmJWB,terminalbench,break-filter-js-from-html,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,1240.6240234375,1826625.0,18950.0,,113
terminalbench:caffe-cifar-10__EohCTMq,terminalbench,caffe-cifar-10,claude-opus-4-1-20250805@anthropic,claude-code,True,1.0,True,1020.5560302734375,5024782.0,822.0,,96
terminalbench:distribution-search__KBnf4w3,terminalbench,distribution-search,gpt-5@openai,terminus-2,True,1.0,True,545.541015625,56230.0,28686.0,,7
terminalbench:build-pov-ray__siTJodW,terminalbench,build-pov-ray,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,71.62200164794922,5933.0,2497.0,,4
terminalbench:git-multibranch__vREdA6D,terminalbench,git-multibranch,gpt-5.1-codex@openai,terminus-2,True,1.0,True,935.218994140625,2152.0,3415.0,,3
terminalbench:extract-elf__QYD98hW,terminalbench,extract-elf,grok-code-fast-1@xai,terminus-2,True,1.0,True,117.4540023803711,43654.0,2909.0,,7
terminalbench:cancel-async-tasks__skbct9K,terminalbench,cancel-async-tasks,deepseek-v3.2@deepseek,terminus-2,False,0.0,False,221.1479949951172,53129.0,5562.0,,10
terminalbench:compile-compcert__cEqxSro,terminalbench,compile-compcert,claude-sonnet-4-5-20250929@anthropic,mini-swe-agent,False,0.0,False,1287.260009765625,10303168.0,23746.0,,207
terminalbench:dna-insert__Nfy5RfK,terminalbench,dna-insert,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,129.6009979248047,15690.0,744.0,,4
terminalbench:code-from-image__jgJSKUM,terminalbench,code-from-image,gemini-2.5-flash@gemini,gemini-cli,False,0.0,False,81.0260009765625,7533.0,185.0,,2
terminalbench:git-leak-recovery__xmwX5Fj,terminalbench,git-leak-recovery,claude-haiku-4-5-20251001@anthropic,claude-code,True,1.0,True,98.3270034790039,622919.0,1230.0,,41
terminalbench:b65a326c-4457-40f3-9586-5eb7d584fe44,terminalbench,compile-compcert,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,179.14500427246094,32164.0,13783.0,0.0,10
terminalbench:caffe-cifar-10__uqHNh8i,terminalbench,caffe-cifar-10,gpt-5-codex@openai,terminus-2,False,0.0,False,1247.1419677734375,179770.0,21768.0,,19
terminalbench:circuit-fibsqrt__yg9RzjY,terminalbench,circuit-fibsqrt,claude-opus-4-6@anthropic,terminus-2,True,1.0,True,1911.083984375,617504.0,60740.0,,22
terminalbench:custom-memory-heap-crash__DwVAx8z,terminalbench,custom-memory-heap-crash,gpt-5-codex@openai,mini-swe-agent,True,1.0,True,862.8560180664062,124393.0,40588.0,,23
terminalbench:adaptive-rejection-sampler__a97XAuT,terminalbench,adaptive-rejection-sampler,gpt-5.1-codex@openai,terminus-2,False,0.0,False,1041.0799560546875,303831.0,40374.0,,26
terminalbench:dna-insert__nTJLXdZ,terminalbench,dna-insert,gpt-5-codex@openai,terminus-2,False,0.0,False,773.0910034179688,302381.0,28347.0,,25
terminalbench:build-pov-ray__MPhkkMc,terminalbench,build-pov-ray,gpt-5@openai,openhands,True,1.0,True,468.2080078125,429724.0,20646.0,,75
terminalbench:dna-insert__SGuGseu,terminalbench,dna-insert,claude-sonnet-4-5-20250929@anthropic,mini-swe-agent,False,0.0,False,346.02801513671875,154540.0,7557.0,,20
terminalbench:filter-js-from-html__sV5Sf4L,terminalbench,filter-js-from-html,glm-5@z-ai,terminus-2,False,0.0,False,711.6420288085938,0.0,0.0,,14
terminalbench:40e43b5b-cf99-45e3-bdc1-ac7f4c536e90,terminalbench,cancel-async-tasks,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,True,1.0,True,214.2689971923828,111970.0,2001.0,0.0,30
terminalbench:filter-js-from-html__8YPsmsq,terminalbench,filter-js-from-html,gemini-2.5-flash@gemini,openhands,False,0.0,False,1941.35595703125,527221.0,14909.0,,69
terminalbench:d3895d7c-d5b4-43cc-b789-11ce84e6fd74,terminalbench,db-wal-recovery,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,False,0.0,False,926.4240112304688,904056.0,26744.0,0.0,55
terminalbench:constraints-scheduling__CrqUoBL,terminalbench,constraints-scheduling,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,232.447998046875,,,,12
terminalbench:882393f2-4c26-43c1-8865-b45508c948db,terminalbench,adaptive-rejection-sampler,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,315.7229919433594,109145.0,17082.0,0.0,13
terminalbench:build-pmars__CYvrU8r,terminalbench,build-pmars,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,False,0.0,False,285.6050109863281,683789.0,5006.0,,94
terminalbench:configure-git-webserver__YhmnfcZ,terminalbench,configure-git-webserver,gpt-5.2@openai,terminus-2,True,1.0,True,191.47300720214844,,,,5
terminalbench:git-leak-recovery__6oUwR9m,terminalbench,git-leak-recovery,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,True,1.0,True,74.24299621582031,15922.0,2478.0,,9
terminalbench:dna-insert__UcwgbQ5,terminalbench,dna-insert,minimax-m2.5@Minimax,terminus-2,False,0.0,False,1467.2509765625,1808035.0,26412.0,,64
terminalbench:feal-linear-cryptanalysis__hG53pmC,terminalbench,feal-linear-cryptanalysis,gpt-5-nano@openai,codex,False,0.0,False,251.2949981689453,171943.0,10175.0,,17
terminalbench:dna-assembly__93DFonw,terminalbench,dna-assembly,claude-sonnet-4-5-20250929@anthropic,terminus-2,False,0.0,False,549.5880126953125,856535.0,24143.0,,33
terminalbench:cobol-modernization__VusypPQ,terminalbench,cobol-modernization,gemini-2.5-flash@gemini,gemini-cli,False,0.0,False,116.16000366210938,59132.0,9119.0,,7
terminalbench:chess-best-move__kBK7T4E,terminalbench,chess-best-move,gpt-5-nano@openai,mini-swe-agent,False,0.0,False,93.02400207519531,4610.0,5427.0,,7
terminalbench:build-pmars__DH69txH,terminalbench,build-pmars,claude-sonnet-4-5-20250929@anthropic,claude-code,True,1.0,True,204.3780059814453,1651409.0,381.0,,58
terminalbench:c4ca46b8-30ac-441f-a8d6-1a21765a7b77,terminalbench,distribution-search,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,False,0.0,False,575.9949951171875,688924.0,19101.0,0.0,89
terminalbench:dna-assembly__Wc9uzJv,terminalbench,dna-assembly,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,False,0.0,False,1134.3370361328125,679825.0,17019.0,,42
terminalbench:configure-git-webserver__P6X99BP,terminalbench,configure-git-webserver,grok-4-0709@xai,mini-swe-agent,False,0.0,False,399.5469970703125,68609.0,1587.0,,19
terminalbench:dna-insert__Cxxa6Bp,terminalbench,dna-insert,claude-opus-4-1-20250805@anthropic,mini-swe-agent,False,0.0,False,462.6390075683594,350895.0,20456.0,,24
terminalbench:git-multibranch__CuxEKdN,terminalbench,git-multibranch,gemini-2.5-flash@gemini,terminus-2,False,0.0,False,128.2899932861328,26728.0,6960.0,,8
terminalbench:gcode-to-text__vuTtW6P,terminalbench,gcode-to-text,gpt-5@openai,mini-swe-agent,False,0.0,False,297.6730041503906,12522.0,13506.0,,6
terminalbench:compile-compcert__EiTaFU5,terminalbench,compile-compcert,gpt-5@openai,codex,False,0.0,False,1182.5030517578125,1903993.0,20592.0,,54
terminalbench:extract-moves-from-video__iunQVQC,terminalbench,extract-moves-from-video,grok-4-0709@xai,openhands,False,0.0,False,2008.9449462890625,2244460.0,6729.0,,116
terminalbench:fix-ocaml-gc__A8Cq8Ke,terminalbench,fix-ocaml-gc,gpt-5-mini@openai,terminus-2,False,0.0,False,3709.3310546875,2990883.0,82690.0,,56
terminalbench:build-pmars__J8Lefrv,terminalbench,build-pmars,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,True,1.0,True,494.15399169921875,476147.0,4876.0,,38
terminalbench:build-pov-ray__ibztpHY,terminalbench,build-pov-ray,gpt-5.2@openai,terminus-2,False,0.0,False,409.1310119628906,,,,4
terminalbench:cobol-modernization__5JNA72v,terminalbench,cobol-modernization,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,True,1.0,True,342.27398681640625,303890.0,7113.0,,36
terminalbench:build-pov-ray__cZZiVEM,terminalbench,build-pov-ray,claude-opus-4-5-20251101@anthropic,terminus-2,True,1.0,True,343.5480041503906,242624.0,3720.0,,20
terminalbench:circuit-fibsqrt__s5HjQqP,terminalbench,circuit-fibsqrt,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,False,0.0,False,440.62200927734375,350844.0,9607.0,,31
terminalbench:chess-best-move__niFNxwk,terminalbench,chess-best-move,minimax-m2.1@minimax,claude-code,False,0.0,False,38.35100173950195,,,,14
terminalbench:fix-code-vulnerability__gpM5pz5,terminalbench,fix-code-vulnerability,gpt-5-mini@openai,openhands,True,1.0,True,869.6119995117188,484345.0,7662.0,,55
terminalbench:financial-document-processor__fTggyGR,terminalbench,financial-document-processor,minimax-m2.5@Minimax,terminus-2,False,0.0,False,953.1010131835938,52468.0,11373.0,,38
terminalbench:distribution-search__Sg8aWcX,terminalbench,distribution-search,gpt-5.2@openai,terminus-2,True,1.0,True,129.3179931640625,,,,3
terminalbench:gpt2-codegolf__rHMF8Xq,terminalbench,gpt2-codegolf,gpt-5@openai,openhands,False,0.0,False,965.8070068359375,69803.0,54779.0,,23
terminalbench:046e7dc9-cac1-4edd-9cb1-a6d35fd6dd61,terminalbench,fix-ocaml-gc,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,4702.10107421875,3384139.0,17129.0,3283046.0,101
terminalbench:chess-best-move__RTA9oV4,terminalbench,chess-best-move,claude-opus-4-6@anthropic,terminus-2,True,1.0,True,472.15899658203125,158900.0,18061.0,,17
terminalbench:cancel-async-tasks__d2ZQiKM,terminalbench,cancel-async-tasks,claude-haiku-4-5-20251001@anthropic,terminus-2,True,1.0,True,52.49599838256836,3679.0,1277.0,,4
terminalbench:95d82ab4-3e2d-4637-8569-ee2f9f47027b,terminalbench,break-filter-js-from-html,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,False,0.0,False,276.2900085449219,564674.0,4476.0,0.0,77
terminalbench:dna-insert__eTB3Kpq,terminalbench,dna-insert,gpt-5@openai,mini-swe-agent,False,0.0,False,1226.3160400390625,226274.0,66237.0,,15
terminalbench:9f224b4d-ce89-44fd-ad8f-d2d58e2ec3c8,terminalbench,distribution-search,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,False,0.0,False,2461.81591796875,8517751.0,100427.0,0.0,202
terminalbench:constraints-scheduling__WcMBy2p,terminalbench,constraints-scheduling,openai/gpt-oss-120b@together_ai,terminus-2,True,1.0,True,126.52400207519531,12453.0,4388.0,,7
terminalbench:caffe-cifar-10__4Sh9Hvb,terminalbench,caffe-cifar-10,claude-sonnet-4-5-20250929@anthropic,openhands,False,0.0,False,1308.97802734375,191490.0,3462.0,,38
terminalbench:custom-memory-heap-crash__SCRPWfb,terminalbench,custom-memory-heap-crash,gpt-5-nano@openai,mini-swe-agent,False,0.0,False,154.8990020751953,11950.0,14779.0,,7
terminalbench:git-multibranch__pUksFVd,terminalbench,git-multibranch,openai/gpt-oss-120b@together_ai,mini-swe-agent,True,1.0,True,222.56199645996094,88155.0,9572.0,,23
terminalbench:426eb877-aed0-48e6-9bd9-cc5d20dfce52,terminalbench,build-cython-ext,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,False,0.0,False,408.25201416015625,268036.0,7322.0,0.0,26
terminalbench:feal-linear-cryptanalysis__PGdKED2,terminalbench,feal-linear-cryptanalysis,gpt-5-mini@openai,openhands,False,0.0,False,1855.8759765625,301141.0,99024.0,,47
terminalbench:count-dataset-tokens__uSQJpho,terminalbench,count-dataset-tokens,claude-sonnet-4-5-20250929@anthropic,mini-swe-agent,False,0.0,False,139.2969970703125,54272.0,2178.0,,13
terminalbench:count-dataset-tokens__jn5stbo,terminalbench,count-dataset-tokens,gpt-5-nano@openai,terminus-2,False,0.0,False,234.427001953125,37258.0,20440.0,,9
terminalbench:26343ff0-4fe4-4462-b8eb-ebefe1816ad2,terminalbench,configure-git-webserver,openai/gpt-oss-120b@together_ai,mini-swe-agent,True,1.0,True,109.77799987792969,38472.0,4409.0,0.0,19
terminalbench:fix-code-vulnerability__kCzc6yj,terminalbench,fix-code-vulnerability,grok-code-fast-1@xai,mini-swe-agent,True,1.0,True,82.26100158691406,345688.0,2101.0,,34
terminalbench:a433f540-f80b-4fcc-86cd-7dfbc19a8a8f,terminalbench,cancel-async-tasks,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,True,1.0,True,155.8730010986328,32116.0,2274.0,0.0,13
terminalbench:distribution-search__V4CMHBK,terminalbench,distribution-search,gpt-5.1@openai,terminus-2,True,1.0,True,137.11500549316406,12632.0,12106.0,,4
terminalbench:feal-linear-cryptanalysis__dTzCNj6,terminalbench,feal-linear-cryptanalysis,gpt-5@openai,mini-swe-agent,True,1.0,True,244.26499938964844,19006.0,11190.0,,6
terminalbench:dna-insert__XGZNp57,terminalbench,dna-insert,gpt-5.1-codex@openai,terminus-2,False,0.0,False,1845.7330322265625,217930.0,9395.0,,20
terminalbench:cobol-modernization__kszkn2S,terminalbench,cobol-modernization,claude-sonnet-4-5-20250929@anthropic,mini-swe-agent,True,1.0,True,299.2349853515625,417945.0,13629.0,,52
terminalbench:break-filter-js-from-html__fy9Grrd,terminalbench,break-filter-js-from-html,gpt-5.1-codex@openai,terminus-2,True,1.0,True,560.1370239257812,79369.0,23539.0,,17
terminalbench:constraints-scheduling__6BMg8Ac,terminalbench,constraints-scheduling,claude-opus-4-1-20250805@anthropic,openhands,True,1.0,True,348.84698486328125,182187.0,5288.0,,35
terminalbench:fix-ocaml-gc__YBKSDf8,terminalbench,fix-ocaml-gc,claude-sonnet-4-5-20250929@anthropic,claude-code,True,1.0,True,1609.0450439453125,2196323.0,880.0,,59
terminalbench:bn-fit-modify__PFXaaAE,terminalbench,bn-fit-modify,gpt-5-nano@openai,mini-swe-agent,True,1.0,True,340.9159851074219,46479.0,28229.0,,8
terminalbench:git-leak-recovery__9DVsPz7,terminalbench,git-leak-recovery,gpt-5-codex@openai,codex,True,1.0,True,114.11000061035156,102579.0,2775.0,,20
terminalbench:build-pov-ray__Sv2L94D,terminalbench,build-pov-ray,gemini-2.5-pro@gemini,openhands,False,0.0,False,577.4169921875,1467630.0,7930.0,,180
terminalbench:configure-git-webserver__jzNUX2V,terminalbench,configure-git-webserver,grok-code-fast-1@xai,terminus-2,False,0.0,False,92.87999725341797,8342.0,821.0,,4
terminalbench:e60fbc62-5fcb-48ec-bf04-3b260455653c,terminalbench,fix-code-vulnerability,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,912.1890258789062,322179.0,27453.0,0.0,18
terminalbench:c9c72dd2-76ef-43ec-9e35-2aa012a79656,terminalbench,financial-document-processor,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,191.4739990234375,153771.0,3937.0,0.0,19
terminalbench:extract-moves-from-video__JUqvRe9,terminalbench,extract-moves-from-video,gemini-3-pro-preview@gemini,terminus-2,False,0.0,False,932.0130004882812,186675.0,24367.0,,19
terminalbench:financial-document-processor__YKyggys,terminalbench,financial-document-processor,claude-opus-4-6@anthropic,terminus-3-3,True,1.0,True,595.0349731445312,445696.0,13393.0,,31
terminalbench:build-pov-ray__bNUSZRm,terminalbench,build-pov-ray,gpt-5@openai,mini-swe-agent,True,1.0,True,506.82598876953125,157273.0,22768.0,,17
terminalbench:db-wal-recovery__PQDZMsc,terminalbench,db-wal-recovery,gpt-5.1-codex@openai,terminus-2,False,0.0,False,922.3060302734375,1024873.0,33871.0,,65
terminalbench:0c9ca0ea-add8-4de3-960c-d514ba768e66,terminalbench,fix-code-vulnerability,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,382.5299987792969,108860.0,6287.0,0.0,14
terminalbench:feal-linear-cryptanalysis__WtM85TB,terminalbench,feal-linear-cryptanalysis,claude-opus-4-1-20250805@anthropic,terminus-2,False,0.0,False,1829.946044921875,4627034.0,27378.0,,133
terminalbench:59aedd74-262d-44f6-9c31-620edbbe2ea1,terminalbench,extract-moves-from-video,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,60.34600067138672,5601.0,1545.0,0.0,6
terminalbench:configure-git-webserver__Yg3DrFf,terminalbench,configure-git-webserver,grok-code-fast-1@xai,mini-swe-agent,False,0.0,False,59.145999908447266,53760.0,1011.0,,14
terminalbench:financial-document-processor__oeJPDLG,terminalbench,financial-document-processor,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,False,0.0,False,294.1340026855469,131527.0,9220.0,,17
terminalbench:build-cython-ext__FKt3Tmo,terminalbench,build-cython-ext,claude-opus-4-5-20251101@anthropic,openhands,False,0.0,False,702.3720092773438,,,,116
terminalbench:caffe-cifar-10__eD838XU,terminalbench,caffe-cifar-10,claude-opus-4-1-20250805@anthropic,claude-code,True,1.0,True,985.0189819335938,3733665.0,682.0,,92
terminalbench:db-wal-recovery__a6EV4Ga,terminalbench,db-wal-recovery,gpt-5@openai,openhands,False,0.0,False,988.0919799804688,201497.0,47489.0,,53
terminalbench:git-leak-recovery__VXpsb86,terminalbench,git-leak-recovery,claude-opus-4-1-20250805@anthropic,mini-swe-agent,True,1.0,True,87.82499694824219,23244.0,1186.0,,14
terminalbench:c4cfbf4d-055b-4876-90c0-0fc5137d0422,terminalbench,break-filter-js-from-html,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,192.41700744628906,119590.0,14875.0,0.0,13
terminalbench:configure-git-webserver__nyt3wo4,terminalbench,configure-git-webserver,claude-haiku-4-5-20251001@anthropic,openhands,True,1.0,True,714.3699951171875,420417.0,4161.0,,173
terminalbench:caffe-cifar-10__9zbyWSh,terminalbench,caffe-cifar-10,minimax-m2.5@Minimax,terminus-2,False,0.0,False,1240.02197265625,237284.0,4523.0,,32
terminalbench:83a307e7-9f9d-42fa-9c14-b49c8e94893b,terminalbench,code-from-image,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,True,1.0,True,256.593994140625,77408.0,3654.0,0.0,17
terminalbench:gcode-to-text__CFyfcVo,terminalbench,gcode-to-text,minimax-m2.1@openai,terminus-2,False,0.0,False,67.36499786376953,,,,10
terminalbench:git-multibranch__HoPZF7Y,terminalbench,git-multibranch,claude-haiku-4-5-20251001@anthropic,openhands,False,0.0,False,1198.177001953125,839159.0,7122.0,,209
terminalbench:build-cython-ext__J7gaDEV,terminalbench,build-cython-ext,gemini-2.5-pro@gemini,gemini-cli,False,0.0,False,283.2449951171875,1049821.0,7242.0,,44
terminalbench:gpt2-codegolf__4cp6kQV,terminalbench,gpt2-codegolf,claude-opus-4-5-20251101@anthropic,openhands,False,0.0,False,1067.613037109375,,,,67
terminalbench:git-multibranch__65DUZJL,terminalbench,git-multibranch,claude-opus-4-1-20250805@anthropic,terminus-2,True,1.0,True,214.781005859375,74659.0,4063.0,,14
terminalbench:fix-code-vulnerability__JrzeEf3,terminalbench,fix-code-vulnerability,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,True,1.0,True,312.697998046875,1248544.0,4625.0,,87
terminalbench:compile-compcert__d6Cvu2J,terminalbench,compile-compcert,claude-opus-4-1-20250805@anthropic,terminus-2,False,0.0,False,826.9520263671875,433449.0,4988.0,,25
terminalbench:fix-code-vulnerability__NNndX9h,terminalbench,fix-code-vulnerability,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,244.71299743652344,,,,41
terminalbench:build-pov-ray__v28Ewty,terminalbench,build-pov-ray,minimax-m2.5@Minimax,terminus-2,True,1.0,True,1143.8509521484375,100496.0,3904.0,,22
terminalbench:distribution-search__CKqLjv8,terminalbench,distribution-search,minimax-m2.1@openai,terminus-2,False,0.0,False,156.5229949951172,,,,3
terminalbench:filter-js-from-html__kdn8T5N,terminalbench,filter-js-from-html,gemini-2.5-flash@gemini,mini-swe-agent,False,0.0,False,429.1000061035156,10082.0,1649.0,,8
terminalbench:headless-terminal__XXVSo9P,terminalbench,headless-terminal,gpt-5@openai,codex,True,1.0,True,90.63700103759766,49853.0,3629.0,,10
terminalbench:git-multibranch__nvJwLyE,terminalbench,git-multibranch,claude-sonnet-4-5-20250929@anthropic,mini-swe-agent,True,1.0,True,219.38699340820312,116059.0,8230.0,,18
terminalbench:db-wal-recovery__JExnGQP,terminalbench,db-wal-recovery,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,60.83100128173828,,,,15
terminalbench:distribution-search__LCggHc2,terminalbench,distribution-search,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,False,0.0,False,596.4920043945312,1067930.0,20192.0,,77
