cohort_id,shared_kv_id,node_ids,planned_start_ms,max_wait_ms,shared_kv_region,expected_shared_kv_bytes_read,expected_private_kv_bytes_read,expected_query_transfer_bytes,expected_merge_bytes,cohort_size,baseline,event_driven,arrival_rate_jobs_per_s
event_cohort_53,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_11_reader_3,long_context_swe_stress_job_17_reader_3,long_context_swe_stress_job_18_reader_3",377.1651290330108,2.0,r0c0,68719476736,1572864,98304,24576,3,pat_like,True,16.0
event_cohort_54,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_38_reader_0,long_context_swe_stress_job_39_reader_0,long_context_swe_stress_job_37_reader_1,long_context_swe_stress_job_39_reader_1,long_context_swe_stress_job_38_reader_1,long_context_swe_stress_job_38_reader_2,long_context_swe_stress_job_38_reader_3,long_context_swe_stress_job_39_reader_2,long_context_swe_stress_job_39_reader_3,long_context_swe_stress_job_37_reader_2,long_context_swe_stress_job_37_reader_3",397.1651290316617,2.0,r0c0,68719476736,5767168,360448,90112,11,pat_like,True,16.0
event_cohort_55,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_42_reader_0,long_context_swe_stress_job_43_reader_0,long_context_swe_stress_job_44_reader_0,long_context_swe_stress_job_46_reader_0,long_context_swe_stress_job_49_reader_0,long_context_swe_stress_job_45_reader_0,long_context_swe_stress_job_45_reader_1,long_context_swe_stress_job_47_reader_0,long_context_swe_stress_job_47_reader_1,long_context_swe_stress_job_41_reader_2,long_context_swe_stress_job_41_reader_1,long_context_swe_stress_job_42_reader_1,long_context_swe_stress_job_46_reader_2,long_context_swe_stress_job_47_reader_2,long_context_swe_stress_job_48_reader_0,long_context_swe_stress_job_46_reader_1",397.1649187930108,2.0,r0c0,68719476736,8388608,524288,131072,16,pat_like,True,16.0
event_cohort_56,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_43_reader_1,long_context_swe_stress_job_44_reader_1,long_context_swe_stress_job_49_reader_1,long_context_swe_stress_job_48_reader_1,long_context_swe_stress_job_42_reader_2,long_context_swe_stress_job_49_reader_2,long_context_swe_stress_job_43_reader_2,long_context_swe_stress_job_44_reader_2,long_context_swe_stress_job_45_reader_2,long_context_swe_stress_job_49_reader_3,long_context_swe_stress_job_43_reader_3,long_context_swe_stress_job_42_reader_3,long_context_swe_stress_job_47_reader_3,long_context_swe_stress_job_45_reader_3,long_context_swe_stress_job_41_reader_3,long_context_swe_stress_job_48_reader_2",397.1651290330108,2.0,r0c0,68719476736,8388608,524288,131072,16,pat_like,True,16.0
event_cohort_57,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_44_reader_3,long_context_swe_stress_job_46_reader_3,long_context_swe_stress_job_48_reader_3",397.1651290330108,2.0,r0c0,68719476736,1572864,98304,24576,3,pat_like,True,16.0
event_cohort_58,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_32_reader_0,long_context_swe_stress_job_33_reader_0,long_context_swe_stress_job_32_reader_1,long_context_swe_stress_job_34_reader_0,long_context_swe_stress_job_33_reader_1,long_context_swe_stress_job_31_reader_2,long_context_swe_stress_job_31_reader_1,long_context_swe_stress_job_35_reader_0,long_context_swe_stress_job_33_reader_2,long_context_swe_stress_job_35_reader_1,long_context_swe_stress_job_34_reader_2,long_context_swe_stress_job_32_reader_2,long_context_swe_stress_job_32_reader_3,long_context_swe_stress_job_34_reader_1,long_context_swe_stress_job_34_reader_3,long_context_swe_stress_job_31_reader_3",451.1349041498906,2.0,r0c0,68719476736,8388608,524288,131072,16,pat_like,True,16.0
event_cohort_59,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_35_reader_2,long_context_swe_stress_job_33_reader_3,long_context_swe_stress_job_35_reader_3",451.1349041498906,2.0,r0c0,68719476736,1572864,98304,24576,3,pat_like,True,16.0
event_cohort_60,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_2_reader_0,long_context_swe_stress_job_1_reader_1,long_context_swe_stress_job_2_reader_1,long_context_swe_stress_job_1_reader_2,long_context_swe_stress_job_2_reader_2,long_context_swe_stress_job_1_reader_3,long_context_swe_stress_job_2_reader_3",541.0470281233368,2.0,r0c0,68719476736,3670016,229376,57344,7,pat_like,True,16.0
event_cohort_61,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_24_patch_proposer,long_context_swe_stress_job_25_patch_proposer,long_context_swe_stress_job_29_patch_proposer,long_context_swe_stress_job_26_patch_proposer,long_context_swe_stress_job_27_patch_proposer",648.9849394460447,2.0,r0c0,137438953472,5570560,327680,81920,5,pat_like,True,16.0
event_cohort_62,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_8_patch_proposer,long_context_swe_stress_job_9_patch_proposer",668.9849394460447,2.0,r0c0,137438953472,2228224,131072,32768,2,pat_like,True,16.0
event_cohort_63,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_13_patch_proposer,long_context_swe_stress_job_15_patch_proposer,long_context_swe_stress_job_16_patch_proposer,long_context_swe_stress_job_19_patch_proposer",702.9547145655721,2.0,r0c0,137438953472,4456448,262144,65536,4,pat_like,True,16.0
event_cohort_64,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_45_patch_proposer,long_context_swe_stress_job_47_patch_proposer,long_context_swe_stress_job_49_patch_proposer",722.9547145655721,2.0,r0c0,137438953472,3342336,196608,49152,3,pat_like,True,16.0
event_cohort_65,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_17_patch_proposer,long_context_swe_stress_job_18_patch_proposer",782.9169334625992,2.0,r0c0,137438953472,2228224,131072,32768,2,pat_like,True,16.0
event_cohort_66,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_46_patch_proposer,long_context_swe_stress_job_48_patch_proposer",802.9169334625992,2.0,r0c0,137438953472,2228224,131072,32768,2,pat_like,True,16.0
event_cohort_67,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_0_reader_1,long_context_swe_stress_job_0_reader_3,long_context_swe_stress_job_0_reader_2",902.1712221429893,2.0,r0c0,68719476736,1572864,98304,24576,3,pat_like,True,16.0
event_cohort_68,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_10_reader_1,long_context_swe_stress_job_10_reader_2,long_context_swe_stress_job_10_reader_3",902.1712221429893,2.0,r0c0,68719476736,1572864,98304,24576,3,pat_like,True,16.0
event_cohort_69,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_20_reader_1,long_context_swe_stress_job_20_reader_2,long_context_swe_stress_job_20_reader_3",902.1712221429893,2.0,r0c0,68719476736,1572864,98304,24576,3,pat_like,True,16.0
event_cohort_70,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_21_reader_1,long_context_swe_stress_job_21_reader_2,long_context_swe_stress_job_21_reader_3",905.8620858481767,2.0,r0c0,68719476736,1572864,98304,24576,3,pat_like,True,16.0
event_cohort_71,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_3_reader_1,long_context_swe_stress_job_3_reader_2,long_context_swe_stress_job_3_reader_3",905.8620858481767,2.0,r0c0,68719476736,1572864,98304,24576,3,pat_like,True,16.0
event_cohort_72,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_5_reader_0,long_context_swe_stress_job_5_reader_1,long_context_swe_stress_job_5_reader_2,long_context_swe_stress_job_5_reader_3",911.9046245520736,2.0,r0c0,68719476736,2097152,131072,32768,4,pat_like,True,16.0
event_cohort_73,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_30_reader_1,long_context_swe_stress_job_30_reader_2,long_context_swe_stress_job_30_reader_3",912.1712221429893,2.0,r0c0,68719476736,1572864,98304,24576,3,pat_like,True,16.0
event_cohort_74,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_36_reader_0,long_context_swe_stress_job_36_reader_1,long_context_swe_stress_job_36_reader_2,long_context_swe_stress_job_36_reader_3",915.8620858481767,2.0,r0c0,68719476736,2097152,131072,32768,4,pat_like,True,16.0
event_cohort_75,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_4_reader_1,long_context_swe_stress_job_4_reader_2,long_context_swe_stress_job_4_reader_3,long_context_swe_stress_job_0_reader_0",916.8654607190923,2.0,r0c0,68719476736,2097152,131072,32768,4,pat_like,True,16.0
event_cohort_76,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_20_reader_0,long_context_swe_stress_job_21_reader_0",920.5563244242796,2.0,r0c0,68719476736,1048576,65536,16384,2,pat_like,True,16.0
event_cohort_77,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_40_reader_1,long_context_swe_stress_job_40_reader_2,long_context_swe_stress_job_40_reader_3",922.1712221429893,2.0,r0c0,68719476736,1572864,98304,24576,3,pat_like,True,16.0
event_cohort_78,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_16_reviewer,long_context_swe_stress_job_19_reviewer",1017.6717997896336,2.0,r0c0,34359738368,524288,32768,8192,2,pat_like,True,16.0
event_cohort_79,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_26_reviewer,long_context_swe_stress_job_27_reviewer,long_context_swe_stress_job_29_reviewer",1138.4635155066044,2.0,r0c0,34359738368,786432,49152,12288,3,pat_like,True,16.0
event_cohort_80,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,"debate_job_10_r0_critic_1,debate_job_12_r0_critic_1",1693.3245671802065,2.0,r1c0,17179869184,278528,65536,16384,2,pat_like,True,16.0
event_cohort_81,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_0_patch_proposer,long_context_swe_stress_job_3_patch_proposer",4472.710220117763,2.0,r0c0,137438953472,2228224,131072,32768,2,pat_like,True,16.0
event_cohort_82,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_20_patch_proposer,long_context_swe_stress_job_21_patch_proposer",4472.710220117763,2.0,r0c0,137438953472,2228224,131072,32768,2,pat_like,True,16.0
event_cohort_83,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,"debate_job_30_r0_judge,debate_job_33_r0_judge",11276.443874821494,2.0,r1c0,8589934592,163840,32768,8192,2,pat_like,True,16.0
event_cohort_0,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,"debate_job_0_r0_proposer_1,debate_job_0_r0_proposer_2,debate_job_0_r0_proposer_3,debate_job_1_r0_proposer_2,debate_job_1_r0_proposer_0,debate_job_2_r0_proposer_1,debate_job_1_r0_proposer_1,debate_job_1_r0_proposer_3,debate_job_2_r0_proposer_3,debate_job_2_r0_proposer_2,debate_job_2_r0_proposer_0",3.7342412800000004,2.0,r0c0,17179869184,1441792,360448,90112,11,waferagent_full,True,16.0
event_cohort_1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,"debate_job_10_r0_proposer_1,debate_job_10_r0_proposer_2,debate_job_10_r0_proposer_3,debate_job_11_r0_proposer_1,debate_job_11_r0_proposer_0,debate_job_11_r0_proposer_3,debate_job_13_r0_proposer_1,debate_job_14_r0_proposer_2,debate_job_17_r0_proposer_0,debate_job_11_r0_proposer_2,debate_job_12_r0_proposer_3,debate_job_12_r0_proposer_0,debate_job_13_r0_proposer_2,debate_job_13_r0_proposer_3,debate_job_16_r0_proposer_1,debate_job_15_r0_proposer_2",3.7342412800000004,2.0,r0c0,17179869184,2097152,524288,131072,16,waferagent_full,True,16.0
event_cohort_2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,"debate_job_12_r0_proposer_1,debate_job_12_r0_proposer_2,debate_job_13_r0_proposer_0,debate_job_15_r0_proposer_0,debate_job_14_r0_proposer_1,debate_job_14_r0_proposer_0,debate_job_16_r0_proposer_2,debate_job_15_r0_proposer_3,debate_job_16_r0_proposer_0,debate_job_15_r0_proposer_1,debate_job_14_r0_proposer_3,debate_job_17_r0_proposer_1,debate_job_18_r0_proposer_3,debate_job_19_r0_proposer_1,debate_job_16_r0_proposer_3,debate_job_19_r0_proposer_0",3.7342412800000004,2.0,r0c0,17179869184,2097152,524288,131072,16,waferagent_full,True,16.0
event_cohort_3,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,"debate_job_17_r0_proposer_2,debate_job_17_r0_proposer_3,debate_job_18_r0_proposer_0,debate_job_19_r0_proposer_2,debate_job_18_r0_proposer_2,debate_job_18_r0_proposer_1,debate_job_19_r0_proposer_3",3.7342412800000004,2.0,r0c0,17179869184,917504,229376,57344,7,waferagent_full,True,16.0
event_cohort_4,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,"debate_job_20_r0_proposer_1,debate_job_20_r0_proposer_2,debate_job_20_r0_proposer_3,debate_job_22_r0_proposer_1,debate_job_21_r0_proposer_2,debate_job_21_r0_proposer_0,debate_job_22_r0_proposer_3,debate_job_21_r0_proposer_3,debate_job_22_r0_proposer_0,debate_job_21_r0_proposer_1,debate_job_22_r0_proposer_2",3.7342412800000004,2.0,r0c0,17179869184,1441792,360448,90112,11,waferagent_full,True,16.0
event_cohort_5,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,"debate_job_23_r0_proposer_0,debate_job_23_r0_proposer_1,debate_job_24_r0_proposer_2,debate_job_23_r0_proposer_2,debate_job_25_r0_proposer_0,debate_job_26_r0_proposer_0,debate_job_24_r0_proposer_1,debate_job_23_r0_proposer_3,debate_job_26_r0_proposer_2,debate_job_25_r0_proposer_3,debate_job_27_r0_proposer_2,debate_job_27_r0_proposer_1,debate_job_24_r0_proposer_3,debate_job_29_r0_proposer_2,debate_job_24_r0_proposer_0,debate_job_28_r0_proposer_1",13.73424128,2.0,r0c0,17179869184,2097152,524288,131072,16,waferagent_full,True,16.0
event_cohort_6,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,"debate_job_25_r0_proposer_1,debate_job_25_r0_proposer_2,debate_job_26_r0_proposer_3,debate_job_26_r0_proposer_1,debate_job_28_r0_proposer_3,debate_job_28_r0_proposer_0,debate_job_27_r0_proposer_0,debate_job_29_r0_proposer_0,debate_job_28_r0_proposer_2,debate_job_27_r0_proposer_3,debate_job_29_r0_proposer_1,debate_job_29_r0_proposer_3",13.73424128,2.0,r0c0,17179869184,1572864,393216,98304,12,waferagent_full,True,16.0
event_cohort_7,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,"debate_job_30_r0_proposer_1,debate_job_30_r0_proposer_2,debate_job_30_r0_proposer_3,debate_job_31_r0_proposer_0,debate_job_31_r0_proposer_1,debate_job_32_r0_proposer_0,debate_job_32_r0_proposer_1,debate_job_34_r0_proposer_1,debate_job_31_r0_proposer_3,debate_job_31_r0_proposer_2,debate_job_33_r0_proposer_2,debate_job_33_r0_proposer_1,debate_job_32_r0_proposer_3,debate_job_33_r0_proposer_0,debate_job_35_r0_proposer_2,debate_job_36_r0_proposer_0",13.73424128,2.0,r0c0,17179869184,2097152,524288,131072,16,waferagent_full,True,16.0
event_cohort_8,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,"debate_job_32_r0_proposer_2,debate_job_33_r0_proposer_3,debate_job_34_r0_proposer_0,debate_job_34_r0_proposer_3,debate_job_35_r0_proposer_0,debate_job_34_r0_proposer_2,debate_job_35_r0_proposer_3,debate_job_36_r0_proposer_2,debate_job_37_r0_proposer_3,debate_job_35_r0_proposer_1,debate_job_37_r0_proposer_1,debate_job_37_r0_proposer_0,debate_job_36_r0_proposer_3,debate_job_36_r0_proposer_1,debate_job_37_r0_proposer_2",13.73424128,2.0,r0c0,17179869184,1966080,491520,122880,15,waferagent_full,True,16.0
event_cohort_9,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,"debate_job_3_r0_proposer_0,debate_job_3_r0_proposer_1,debate_job_3_r0_proposer_2,debate_job_3_r0_proposer_3",13.73424128,2.0,r0c0,17179869184,524288,131072,32768,4,waferagent_full,True,16.0
event_cohort_10,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,"debate_job_38_r0_proposer_0,debate_job_38_r0_proposer_1,debate_job_38_r0_proposer_2,debate_job_39_r0_proposer_0,debate_job_38_r0_proposer_3,debate_job_39_r0_proposer_1,debate_job_39_r0_proposer_2,debate_job_39_r0_proposer_3",23.73424128,2.0,r0c0,17179869184,1048576,262144,65536,8,waferagent_full,True,16.0
event_cohort_11,sha256:40425a9cfe393fb2933888969cc766fecd6ca01b1756fcfd33f9a528b4bd15fb,"debate_job_40_r0_proposer_1,debate_job_40_r0_proposer_2,debate_job_40_r0_proposer_3,debate_job_41_r0_proposer_0,debate_job_41_r0_proposer_2,debate_job_41_r0_proposer_1,debate_job_43_r0_proposer_0,debate_job_41_r0_proposer_3,debate_job_45_r0_proposer_0,debate_job_42_r0_proposer_2,debate_job_45_r0_proposer_2,debate_job_42_r0_proposer_1,debate_job_44_r0_proposer_0,debate_job_43_r0_proposer_1,debate_job_42_r0_proposer_0,debate_job_43_r0_proposer_2",23.73424128,2.0,r0c0,17179869184,2097152,524288,131072,16,waferagent_full,True,16.0
event_cohort_12,sha256:40425a9cfe393fb2933888969cc766fecd6ca01b1756fcfd33f9a528b4bd15fb,"debate_job_42_r0_proposer_3,debate_job_43_r0_proposer_3,debate_job_44_r0_proposer_2,debate_job_44_r0_proposer_1,debate_job_45_r0_proposer_3,debate_job_45_r0_proposer_1,debate_job_44_r0_proposer_3,debate_job_46_r0_proposer_1,debate_job_46_r0_proposer_0,debate_job_47_r0_proposer_2,debate_job_47_r0_proposer_3,debate_job_48_r0_proposer_1,debate_job_49_r0_proposer_0,debate_job_47_r0_proposer_0,debate_job_46_r0_proposer_3,debate_job_46_r0_proposer_2",23.73424128,2.0,r0c0,17179869184,2097152,524288,131072,16,waferagent_full,True,16.0
event_cohort_13,sha256:40425a9cfe393fb2933888969cc766fecd6ca01b1756fcfd33f9a528b4bd15fb,"debate_job_47_r0_proposer_1,debate_job_48_r0_proposer_0,debate_job_48_r0_proposer_2,debate_job_49_r0_proposer_2,debate_job_49_r0_proposer_1,debate_job_48_r0_proposer_3,debate_job_49_r0_proposer_3",23.73424128,2.0,r0c0,17179869184,917504,229376,57344,7,waferagent_full,True,16.0
event_cohort_14,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,"debate_job_4_r0_proposer_1,debate_job_4_r0_proposer_2,debate_job_4_r0_proposer_3,debate_job_5_r0_proposer_1,debate_job_5_r0_proposer_0,debate_job_5_r0_proposer_2,debate_job_7_r0_proposer_1,debate_job_6_r0_proposer_0,debate_job_5_r0_proposer_3,debate_job_6_r0_proposer_1,debate_job_7_r0_proposer_2,debate_job_7_r0_proposer_3,debate_job_6_r0_proposer_3,debate_job_6_r0_proposer_2,debate_job_7_r0_proposer_0",23.73424128,2.0,r0c0,17179869184,1966080,491520,122880,15,waferagent_full,True,16.0
event_cohort_15,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,"debate_job_8_r0_proposer_1,debate_job_8_r0_proposer_2,debate_job_9_r0_proposer_2,debate_job_8_r0_proposer_3,debate_job_9_r0_proposer_1,debate_job_9_r0_proposer_0,debate_job_9_r0_proposer_3",33.73424128,2.0,r0c0,17179869184,917504,229376,57344,7,waferagent_full,True,16.0
event_cohort_16,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_11_planner,long_context_swe_stress_job_12_planner,long_context_swe_stress_job_13_planner,long_context_swe_stress_job_15_planner,long_context_swe_stress_job_16_planner,long_context_swe_stress_job_14_planner,long_context_swe_stress_job_18_planner,long_context_swe_stress_job_17_planner,long_context_swe_stress_job_19_planner",36.803818956825516,2.0,r0c0,68719476736,4718592,294912,73728,9,waferagent_full,True,16.0
event_cohort_17,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_1_planner,long_context_swe_stress_job_2_planner",40.761280252928515,2.0,r0c0,68719476736,1048576,65536,16384,2,waferagent_full,True,16.0
event_cohort_18,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_22_planner,long_context_swe_stress_job_23_planner,long_context_swe_stress_job_25_planner,long_context_swe_stress_job_24_planner,long_context_swe_stress_job_26_planner,long_context_swe_stress_job_27_planner,long_context_swe_stress_job_29_planner,long_context_swe_stress_job_28_planner",46.803818956825516,2.0,r0c0,68719476736,4194304,262144,65536,8,waferagent_full,True,16.0
event_cohort_19,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_31_planner,long_context_swe_stress_job_32_planner,long_context_swe_stress_job_33_planner,long_context_swe_stress_job_35_planner,long_context_swe_stress_job_34_planner",46.803818956825516,2.0,r0c0,68719476736,2621440,163840,40960,5,waferagent_full,True,16.0
event_cohort_20,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_37_planner,long_context_swe_stress_job_38_planner,long_context_swe_stress_job_39_planner",56.803818956825516,2.0,r0c0,68719476736,1572864,98304,24576,3,waferagent_full,True,16.0
event_cohort_21,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_41_planner,long_context_swe_stress_job_42_planner,long_context_swe_stress_job_43_planner,long_context_swe_stress_job_46_planner,long_context_swe_stress_job_44_planner,long_context_swe_stress_job_48_planner,long_context_swe_stress_job_49_planner,long_context_swe_stress_job_45_planner,long_context_swe_stress_job_47_planner",56.803818956825516,2.0,r0c0,68719476736,4718592,294912,73728,9,waferagent_full,True,16.0
event_cohort_22,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_7_planner,long_context_swe_stress_job_8_planner,long_context_swe_stress_job_9_planner",66.80381895682552,2.0,r0c0,68719476736,1572864,98304,24576,3,waferagent_full,True,16.0
event_cohort_23,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,"debate_job_11_r0_critic_0,debate_job_11_r0_critic_1,debate_job_14_r0_critic_0,debate_job_12_r0_critic_0,debate_job_15_r0_critic_0,debate_job_16_r0_critic_1,debate_job_12_r0_critic_1,debate_job_14_r0_critic_1,debate_job_17_r0_critic_1,debate_job_10_r0_critic_3,debate_job_10_r0_critic_2,debate_job_12_r0_critic_3,debate_job_13_r0_critic_0,debate_job_13_r0_critic_1,debate_job_15_r0_critic_2,debate_job_15_r0_critic_1",81.40206978020589,2.0,r0c0,17179869184,2228224,524288,131072,16,waferagent_full,True,16.0
event_cohort_24,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,"debate_job_16_r0_critic_0,debate_job_17_r0_critic_0,debate_job_19_r0_critic_0,debate_job_13_r0_critic_2,debate_job_11_r0_critic_2,debate_job_19_r0_critic_1,debate_job_16_r0_critic_3,debate_job_15_r0_critic_3,debate_job_13_r0_critic_3,debate_job_14_r0_critic_2,debate_job_11_r0_critic_3,debate_job_16_r0_critic_2,debate_job_18_r0_critic_3,debate_job_14_r0_critic_3,debate_job_12_r0_critic_2",81.4024902602059,2.0,r0c0,17179869184,2088960,491520,122880,15,waferagent_full,True,16.0
event_cohort_25,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,"debate_job_1_r0_critic_0,debate_job_1_r0_critic_1,debate_job_2_r0_critic_0,debate_job_0_r0_critic_3,debate_job_1_r0_critic_2,debate_job_0_r0_critic_2,debate_job_2_r0_critic_1,debate_job_2_r0_critic_2,debate_job_1_r0_critic_3,debate_job_2_r0_critic_3",86.85403924995758,2.0,r0c0,17179869184,1392640,327680,81920,10,waferagent_full,True,16.0
event_cohort_26,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,"debate_job_21_r0_critic_0,debate_job_21_r0_critic_1,debate_job_22_r0_critic_0,debate_job_22_r0_critic_3,debate_job_20_r0_critic_2,debate_job_22_r0_critic_1,debate_job_20_r0_critic_3,debate_job_22_r0_critic_2,debate_job_21_r0_critic_3,debate_job_21_r0_critic_2",86.85382900995758,2.0,r0c0,17179869184,1392640,327680,81920,10,waferagent_full,True,16.0
event_cohort_27,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,"debate_job_0_r0_critic_1,debate_job_3_r0_critic_0,debate_job_3_r0_critic_2,debate_job_3_r0_critic_3,debate_job_3_r0_critic_1",91.40101857868815,2.0,r0c0,17179869184,696320,163840,40960,5,waferagent_full,True,16.0
event_cohort_28,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,"debate_job_20_r0_critic_1,debate_job_27_r0_critic_0,debate_job_23_r0_critic_1,debate_job_25_r0_critic_1,debate_job_28_r0_critic_3,debate_job_26_r0_critic_0,debate_job_29_r0_critic_0,debate_job_28_r0_critic_0,debate_job_24_r0_critic_1,debate_job_25_r0_critic_0,debate_job_24_r0_critic_0,debate_job_25_r0_critic_2,debate_job_26_r0_critic_1,debate_job_27_r0_critic_1,debate_job_23_r0_critic_0,debate_job_27_r0_critic_2",91.40228001868816,2.0,r0c0,17179869184,2228224,524288,131072,16,waferagent_full,True,16.0
event_cohort_29,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,"debate_job_18_r0_critic_0,debate_job_18_r0_critic_1,debate_job_17_r0_critic_3,debate_job_17_r0_critic_2,debate_job_19_r0_critic_2,debate_job_18_r0_critic_2,debate_job_19_r0_critic_3",89.96881965639726,2.0,r0c0,17179869184,974848,229376,57344,7,waferagent_full,True,16.0
