trace_id,dataset,task_id,harness,agent_scaffold,model,success,reward,resolved,total_steps,tool_action_steps,duration,input_tokens,output_tokens
adaptive-rejection-sampler__Ls4BXJY,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,grok-code-fast-1@xai,False,0.0,False,9,3,161.28700256347656,81936.0,4190.0
adaptive-rejection-sampler__PUu789i,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,grok-code-fast-1@xai,False,0.0,False,8,2,244.62899780273438,94693.0,6307.0
adaptive-rejection-sampler__RjeyLDG,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,grok-code-fast-1@xai,False,0.0,False,12,1,343.70098876953125,273136.0,13132.0
adaptive-rejection-sampler__hWr6h75,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,grok-code-fast-1@xai,False,0.0,False,4,1,98.0999984741211,8176.0,1599.0
adaptive-rejection-sampler__bAaFK3q,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,minimax-m2.1@openai,False,0.0,False,28,14,943.2880249023438,,
adaptive-rejection-sampler__dg3TGPY,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,minimax-m2.1@openai,False,0.0,False,20,13,935.2899780273438,,
adaptive-rejection-sampler__hzLhV86,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,minimax-m2.1@openai,True,1.0,True,18,8,941.6439819335938,,
adaptive-rejection-sampler__mJfahdX,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,minimax-m2.1@openai,False,0.0,False,11,7,318.093994140625,,
adaptive-rejection-sampler__s2fzAvE,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,minimax-m2.1@openai,False,0.0,False,21,11,937.5059814453125,,
adaptive-rejection-sampler__Neu3XbW,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,minimax-m2.5@Minimax,True,1.0,True,23,14,931.5159912109375,43205.0,20004.0
adaptive-rejection-sampler__ReCn6BV,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,minimax-m2.5@Minimax,False,0.0,False,14,9,984.8359985351562,78721.0,29803.0
adaptive-rejection-sampler__SKu2VAG,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,minimax-m2.5@Minimax,True,1.0,True,13,8,977.3909912109375,63998.0,30676.0
adaptive-rejection-sampler__aNLWX2L,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,minimax-m2.5@Minimax,False,0.0,False,44,40,1120.0279541015625,104756.0,22293.0
adaptive-rejection-sampler__kN89vkc,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,minimax-m2.5@Minimax,False,0.0,False,6,2,963.2509765625,23256.0,13624.0
94d94a44-9089-44e4-9995-589aec2b4950,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,22,16,337.0249938964844,302419.0,8240.0
e0abf2a4-c49c-4d75-9ccb-9524d8b8ae39,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,26,17,376.13800048828125,348712.0,8736.0
9ddfe959-afb3-4974-b85e-6ee47f0c7437,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,67,43,945.280029296875,1694984.0,20442.0
cdb963ff-b63f-4feb-be60-52e205943dcd,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,True,1.0,True,39,33,662.10302734375,856548.0,17511.0
f835e0ab-09b6-4d74-9ed7-c6130e2bb91d,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,55,51,805.56201171875,1503010.0,18573.0
926cd05d-a646-4d89-a419-00d3e0e47813,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,48,46,929.6669921875,1368817.0,25851.0
25e13681-e5bd-44cd-ba1b-8a58a6e883d4,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,24,22,933.1909790039062,670333.0,21159.0
0f09e93f-e067-4bb2-bb6b-ee8dbd70d545,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,23,16,889.405029296875,493291.0,17687.0
6d1a1522-8351-4336-b133-64e9b5fbb52e,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,25,21,924.5469970703125,500055.0,16342.0
d818fe53-53a9-48c1-a62b-13159741a1b7,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,True,1.0,True,17,11,599.5789794921875,165979.0,7760.0
71e18ab9-4f7b-4a7a-9661-f1f673fd7c24,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,22,17,948.8259887695312,424688.0,19821.0
adaptive-rejection-sampler__LwxdXM5,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,22,11,337.0249938964844,302419.0,8240.0
adaptive-rejection-sampler__PLZncpg,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,26,12,376.13800048828125,348712.0,8736.0
adaptive-rejection-sampler__PbUxhwv,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,67,31,945.280029296875,1694984.0,20442.0
adaptive-rejection-sampler__Rm8QMkp,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,True,1.0,True,39,17,662.10302734375,856548.0,17511.0
adaptive-rejection-sampler__XwTrFyn,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,55,36,805.56201171875,1503010.0,18573.0
adaptive-rejection-sampler__imuRueR,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,48,23,929.6669921875,1368817.0,25851.0
adaptive-rejection-sampler__8x5bUnj,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,24,22,933.1909790039062,670333.0,21159.0
adaptive-rejection-sampler__FpjQz69,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,23,10,889.405029296875,493291.0,17687.0
adaptive-rejection-sampler__bT8UQ2n,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,25,10,924.5469970703125,500055.0,16342.0
adaptive-rejection-sampler__wLUEVKq,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,True,1.0,True,17,8,599.5789794921875,165979.0,7760.0
adaptive-rejection-sampler__yk9PGWa,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,22,7,948.8259887695312,424688.0,19821.0
90dc81c5-88cf-4807-a8d2-17618d3c32ab,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,True,1.0,True,14,1,955.1829833984375,296881.0,36152.0
5eade758-95aa-4e6e-bbfc-063e3e99a9da,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,4,2,263.114013671875,7757.0,3658.0
185e715d-25d8-42a8-b8ee-d4498476c312,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,14,5,1030.0240478515625,220437.0,23784.0
3c9bf8a7-636a-4283-947a-5f13d2f1ffc7,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,4,2,259.7909851074219,7621.0,4485.0
b464aaa3-327f-40bd-b113-a0d6bb8bfe01,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,4,2,220.16299438476562,7522.0,2886.0
b65fe293-13b6-489a-8edb-a1e30b1bfa2e,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,10,2,541.3510131835938,99639.0,12837.0
f9c71794-f1d7-4394-a1ad-66424080ae37,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,5,0,137.1739959716797,23394.0,4517.0
21de06e4-462e-4b0f-978d-e5325c79fed9,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,5,2,95.44100189208984,15596.0,4017.0
43d58229-0648-4bb6-a45a-d9554134322c,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,4,2,128.0050048828125,16061.0,4436.0
fb224db3-d0b7-469a-a278-29d9e27613b7,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,5,1,141.73800659179688,32010.0,3769.0
e3ba0b22-1a51-4fd8-a711-fc779e79c1ad,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,5,1,138.14100646972656,18864.0,4638.0
007bcbc8-86fe-461f-9af6-81d3ed10a9f9,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,5,1,99.79900360107422,20458.0,5689.0
adaptive-rejection-sampler__4HeqvxL,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,True,1.0,True,14,1,955.1829833984375,296881.0,36152.0
adaptive-rejection-sampler__5okbJ4A,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,4,2,263.114013671875,7757.0,3658.0
adaptive-rejection-sampler__8qF4pJZ,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,14,5,1030.0240478515625,220437.0,23784.0
adaptive-rejection-sampler__AL4XY3e,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,4,1,259.7909851074219,7621.0,4485.0
adaptive-rejection-sampler__Bw7wzVY,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,4,2,220.16299438476562,7522.0,2886.0
adaptive-rejection-sampler__wqFUR79,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,10,2,541.3510131835938,99639.0,12837.0
adaptive-rejection-sampler__6qjUW5Z,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,5,0,137.1739959716797,23394.0,4517.0
adaptive-rejection-sampler__F5uGMp2,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,5,2,95.44100189208984,15596.0,4017.0
adaptive-rejection-sampler__R4jvHHT,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,4,2,128.0050048828125,16061.0,4436.0
adaptive-rejection-sampler__XH6Jy6o,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,5,0,141.73800659179688,32010.0,3769.0
adaptive-rejection-sampler__g5tXaEK,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,5,1,138.14100646972656,18864.0,4638.0
adaptive-rejection-sampler__nZwvNPE,terminalbench,adaptive-rejection-sampler,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,5,1,99.79900360107422,20458.0,5689.0
adaptive-rejection-sampler__5xWUWQH,terminalbench,adaptive-rejection-sampler,terminus-3-3,terminus-3-3,claude-opus-4-6@anthropic,False,0.0,False,34,17,943.780029296875,1384052.0,51306.0
adaptive-rejection-sampler__RGDkMyX,terminalbench,adaptive-rejection-sampler,terminus-3-3,terminus-3-3,claude-opus-4-6@anthropic,False,0.0,False,29,17,952.0609741210938,1365988.0,52123.0
adaptive-rejection-sampler__cvymo9K,terminalbench,adaptive-rejection-sampler,terminus-3-3,terminus-3-3,claude-opus-4-6@anthropic,False,0.0,False,31,13,946.9609985351562,1234713.0,38918.0
adaptive-rejection-sampler__eq5jwvz,terminalbench,adaptive-rejection-sampler,terminus-3-3,terminus-3-3,claude-opus-4-6@anthropic,False,0.0,False,27,17,942.4970092773438,980869.0,53005.0
adaptive-rejection-sampler__xuBKeAL,terminalbench,adaptive-rejection-sampler,terminus-3-3,terminus-3-3,claude-opus-4-6@anthropic,False,0.0,False,28,17,941.281005859375,1119164.0,42081.0
adaptive-rejection-sampler__FTrfqa8,terminalbench,adaptive-rejection-sampler,terminus-3-3,terminus-3-3,gemini-3.1-pro-preview@Google,True,1.0,True,8,3,465.54998779296875,143531.0,37953.0
adaptive-rejection-sampler__FkUNb5i,terminalbench,adaptive-rejection-sampler,terminus-3-3,terminus-3-3,gemini-3.1-pro-preview@Google,True,1.0,True,11,3,529.343994140625,184482.0,41172.0
adaptive-rejection-sampler__fu4TFF3,terminalbench,adaptive-rejection-sampler,terminus-3-3,terminus-3-3,gemini-3.1-pro-preview@Google,True,1.0,True,8,2,342.43798828125,128238.0,26909.0
adaptive-rejection-sampler__x59e5i5,terminalbench,adaptive-rejection-sampler,terminus-3-3,terminus-3-3,gemini-3.1-pro-preview@Google,True,1.0,True,11,2,453.19000244140625,138263.0,42623.0
bn-fit-modify__Lc5GSXa,terminalbench,bn-fit-modify,claude-code,claude-code,claude-haiku-4-5-20251001@anthropic,False,0.0,False,35,15,159.46200561523438,606451.0,999.0
bn-fit-modify__NKrNo3N,terminalbench,bn-fit-modify,claude-code,claude-code,claude-haiku-4-5-20251001@anthropic,False,0.0,False,37,18,204.98399353027344,653987.0,618.0
bn-fit-modify__igdmeRR,terminalbench,bn-fit-modify,claude-code,claude-code,claude-haiku-4-5-20251001@anthropic,True,1.0,True,44,9,223.78599548339844,938538.0,496.0
bn-fit-modify__ssTFpFK,terminalbench,bn-fit-modify,claude-code,claude-code,claude-haiku-4-5-20251001@anthropic,False,0.0,False,55,27,237.0760040283203,1251796.0,1581.0
bn-fit-modify__5qCSUYf,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-1-20250805@anthropic,False,0.0,False,49,19,426.58599853515625,1199889.0,516.0
bn-fit-modify__H25tSdf,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-1-20250805@anthropic,True,1.0,True,35,11,263.5379943847656,634735.0,413.0
bn-fit-modify__L4GCRUM,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-1-20250805@anthropic,True,1.0,True,36,14,310.82000732421875,690857.0,833.0
bn-fit-modify__boKgeGV,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-1-20250805@anthropic,True,1.0,True,51,22,394.635986328125,1391422.0,578.0
bn-fit-modify__8PpSd2W,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-5-20251101@anthropic,True,1.0,True,41,10,331.2279968261719,,
bn-fit-modify__Cksexho,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-5-20251101@anthropic,True,1.0,True,35,11,337.38800048828125,,
bn-fit-modify__NtGDfaT,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-5-20251101@anthropic,True,1.0,True,41,11,369.3630065917969,,
bn-fit-modify__Pf3MqC3,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-5-20251101@anthropic,True,1.0,True,32,8,274.0039978027344,,
bn-fit-modify__mB4m5Wy,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-5-20251101@anthropic,True,1.0,True,37,10,342.239013671875,,
bn-fit-modify__VtSm3Lh,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-6@anthropic,True,1.0,True,31,10,258.7139892578125,,
bn-fit-modify__ai8J3WQ,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-6@anthropic,True,1.0,True,30,9,244.4810028076172,,
bn-fit-modify__eBMy7sC,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-6@anthropic,True,1.0,True,33,13,218.8719940185547,,
bn-fit-modify__gGrupZt,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-6@anthropic,True,1.0,True,44,19,406.0360107421875,,
bn-fit-modify__nVcXDD5,terminalbench,bn-fit-modify,claude-code,claude-code,claude-opus-4-6@anthropic,False,0.0,False,28,10,209.1909942626953,,
bn-fit-modify__fipyDCX,terminalbench,bn-fit-modify,claude-code,claude-code,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,45,22,338.6940002441406,1102652.0,633.0
bn-fit-modify__oGeZcUs,terminalbench,bn-fit-modify,claude-code,claude-code,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,49,22,343.5530090332031,1217042.0,618.0
bn-fit-modify__oj9FBp6,terminalbench,bn-fit-modify,claude-code,claude-code,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,40,18,313.64599609375,956774.0,962.0
bn-fit-modify__we9D8hv,terminalbench,bn-fit-modify,claude-code,claude-code,claude-sonnet-4-5-20250929@anthropic,False,0.0,False,45,21,322.0119934082031,992827.0,633.0
bn-fit-modify__DmoPoTf,terminalbench,bn-fit-modify,claude-code,claude-code,minimax-m2.1@minimax,False,0.0,False,64,26,468.6059875488281,,
bn-fit-modify__H3uzfwC,terminalbench,bn-fit-modify,claude-code,claude-code,minimax-m2.1@minimax,True,1.0,True,44,14,278.0429992675781,,
bn-fit-modify__UbTzdWU,terminalbench,bn-fit-modify,claude-code,claude-code,minimax-m2.1@minimax,False,0.0,False,74,24,291.15399169921875,,
bn-fit-modify__kEXvnpc,terminalbench,bn-fit-modify,claude-code,claude-code,minimax-m2.1@minimax,False,0.0,False,50,19,255.4550018310547,,
bn-fit-modify__r4cNNZs,terminalbench,bn-fit-modify,claude-code,claude-code,minimax-m2.1@minimax,False,0.0,False,35,10,193.44200134277344,,
bn-fit-modify__gMeMDGc,terminalbench,bn-fit-modify,codex,codex,gpt-5-codex@openai,False,0.0,False,26,0,349.19500732421875,281847.0,10680.0
bn-fit-modify__rrPfpRG,terminalbench,bn-fit-modify,codex,codex,gpt-5-codex@openai,True,1.0,True,34,0,309.5610046386719,585290.0,10615.0
bn-fit-modify__QsfswZA,terminalbench,bn-fit-modify,codex,codex,gpt-5-mini@openai,True,1.0,True,14,0,472.6659851074219,137411.0,8541.0
bn-fit-modify__RxGsedi,terminalbench,bn-fit-modify,codex,codex,gpt-5-mini@openai,True,1.0,True,11,0,174.5260009765625,64218.0,6594.0
bn-fit-modify__VrZhaWB,terminalbench,bn-fit-modify,codex,codex,gpt-5-mini@openai,True,1.0,True,17,0,188.6060028076172,129722.0,7787.0
bn-fit-modify__wBCZsi3,terminalbench,bn-fit-modify,codex,codex,gpt-5-mini@openai,True,1.0,True,11,0,193.41299438476562,80326.0,9878.0
bn-fit-modify__9PFiXMi,terminalbench,bn-fit-modify,codex,codex,gpt-5-nano@openai,False,0.0,False,12,0,391.364013671875,125072.0,14944.0
bn-fit-modify__QPU2hzm,terminalbench,bn-fit-modify,codex,codex,gpt-5-nano@openai,False,0.0,False,20,0,251.6580047607422,310992.0,18516.0
bn-fit-modify__UWjcVpa,terminalbench,bn-fit-modify,codex,codex,gpt-5-nano@openai,False,0.0,False,15,0,274.27301025390625,156143.0,19320.0
bn-fit-modify__huo2HTP,terminalbench,bn-fit-modify,codex,codex,gpt-5-nano@openai,False,0.0,False,18,0,191.86700439453125,280350.0,19531.0
bn-fit-modify__8iFUWQB,terminalbench,bn-fit-modify,codex,codex,gpt-5@openai,True,1.0,True,12,0,149.4250030517578,99381.0,7554.0
bn-fit-modify__YZHXaJM,terminalbench,bn-fit-modify,codex,codex,gpt-5@openai,False,0.0,False,17,0,247.8459930419922,156658.0,8144.0
bn-fit-modify__miGKXs5,terminalbench,bn-fit-modify,codex,codex,gpt-5@openai,True,1.0,True,18,0,240.11500549316406,154390.0,10931.0
bn-fit-modify__zkfQEyX,terminalbench,bn-fit-modify,codex,codex,gpt-5@openai,True,1.0,True,12,0,298.1730041503906,111669.0,9696.0
bn-fit-modify__7W3LguL,terminalbench,bn-fit-modify,deepagent-harbor,deepagent-harbor,gpt-5.2-codex@openai,True,1.0,True,14,9,105.48300170898438,,
bn-fit-modify__QENgCbj,terminalbench,bn-fit-modify,deepagent-harbor,deepagent-harbor,gpt-5.2-codex@openai,True,1.0,True,18,13,260.12200927734375,,
bn-fit-modify__YUhwrEE,terminalbench,bn-fit-modify,deepagent-harbor,deepagent-harbor,gpt-5.2-codex@openai,False,0.0,False,26,13,418.843994140625,,
bn-fit-modify__YqRAyNB,terminalbench,bn-fit-modify,deepagent-harbor,deepagent-harbor,gpt-5.2-codex@openai,True,1.0,True,22,14,269.9599914550781,,
bn-fit-modify__syvGxAU,terminalbench,bn-fit-modify,deepagent-harbor,deepagent-harbor,gpt-5.2-codex@openai,True,1.0,True,19,12,322.48699951171875,,
bn-fit-modify__EnHf8Pt,terminalbench,bn-fit-modify,gemini-cli,gemini-cli,gemini-2.5-flash@gemini,False,0.0,False,5,4,3655.324951171875,35261.0,351.0
bn-fit-modify__LcT4yws,terminalbench,bn-fit-modify,gemini-cli,gemini-cli,gemini-2.5-flash@gemini,False,0.0,False,4,3,3691.347900390625,25814.0,689.0
bn-fit-modify__gD3UdyG,terminalbench,bn-fit-modify,gemini-cli,gemini-cli,gemini-2.5-flash@gemini,False,0.0,False,5,4,3705.0380859375,38178.0,705.0
bn-fit-modify__iEUo9Dh,terminalbench,bn-fit-modify,gemini-cli,gemini-cli,gemini-2.5-flash@gemini,False,0.0,False,7,4,146.81700134277344,60378.0,1088.0
bn-fit-modify__Y3zwV87,terminalbench,bn-fit-modify,gemini-cli,gemini-cli,gemini-2.5-pro@gemini,False,0.0,False,30,29,467.14898681640625,990851.0,10468.0
bn-fit-modify__ifn5F45,terminalbench,bn-fit-modify,gemini-cli,gemini-cli,gemini-2.5-pro@gemini,False,0.0,False,19,17,193.06300354003906,582122.0,6505.0
bn-fit-modify__jXVPDHT,terminalbench,bn-fit-modify,gemini-cli,gemini-cli,gemini-2.5-pro@gemini,False,0.0,False,45,42,812.5120239257812,1365151.0,76347.0
bn-fit-modify__xqdXuYg,terminalbench,bn-fit-modify,gemini-cli,gemini-cli,gemini-2.5-pro@gemini,False,0.0,False,30,29,345.7820129394531,642052.0,7073.0
bn-fit-modify__Fb47KNs,terminalbench,bn-fit-modify,judy,judy,claude-opus-4.6@anthropic,True,1.0,True,52,9,1301.6319580078125,,
bn-fit-modify__29CSTUG,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,False,0.0,False,18,7,242.2530059814453,113328.0,9048.0
bn-fit-modify__5eeFwo9,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,False,0.0,False,13,7,144.82899475097656,42991.0,5345.0
bn-fit-modify__7LwjvDV,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,True,1.0,True,15,8,148.58900451660156,75346.0,5650.0
bn-fit-modify__cqQwQ4D,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,False,0.0,False,16,8,227.9250030517578,74151.0,8321.0
bn-fit-modify__vNPqDQS,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,False,0.0,False,16,7,334.37799072265625,90954.0,8393.0
bn-fit-modify__6QDct7c,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-opus-4-1-20250805@anthropic,True,1.0,True,11,7,196.60400390625,67089.0,4037.0
bn-fit-modify__Mi7NEcg,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-opus-4-1-20250805@anthropic,True,1.0,True,13,9,196.41200256347656,97894.0,4074.0
bn-fit-modify__aBLqJqS,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-opus-4-1-20250805@anthropic,True,1.0,True,12,7,235.73500061035156,79537.0,5839.0
bn-fit-modify__fop2GwB,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-opus-4-1-20250805@anthropic,False,0.0,False,11,5,398.0090026855469,58301.0,6622.0
bn-fit-modify__fvYRX9r,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-opus-4-1-20250805@anthropic,True,1.0,True,13,8,244.0189971923828,100526.0,6012.0
bn-fit-modify__3UfTNV4,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,16,12,325.87701416015625,104078.0,4300.0
bn-fit-modify__5bLoxD4,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,25,14,287.4079895019531,168419.0,9370.0
bn-fit-modify__LMo9iMr,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,18,12,259.4750061035156,82843.0,7448.0
bn-fit-modify__NBKuevN,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,18,11,244.89599609375,83864.0,7623.0
bn-fit-modify__k8RkTPj,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,False,0.0,False,17,11,292.7170104980469,87922.0,9213.0
bn-fit-modify__ABJy8bR,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,gemini-2.5-flash@gemini,True,1.0,True,28,20,587.593017578125,429413.0,78040.0
bn-fit-modify__CfVrMri,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,gemini-2.5-flash@gemini,False,0.0,False,19,11,235.69200134277344,261911.0,15344.0
bn-fit-modify__MXHjNK8,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,gemini-2.5-flash@gemini,False,0.0,False,84,71,921.6740112304688,8695695.0,107745.0
bn-fit-modify__YzFeqFe,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,gemini-2.5-flash@gemini,False,0.0,False,41,9,1772.9139404296875,10969045.0,394064.0
bn-fit-modify__zeBFNVW,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,gemini-2.5-flash@gemini,False,0.0,False,23,19,225.58200073242188,192086.0,12582.0
bn-fit-modify__F2PszUb,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,gemini-2.5-pro@gemini,False,0.0,False,47,33,527.8480224609375,1325337.0,37754.0
bn-fit-modify__Sbi9P59,terminalbench,bn-fit-modify,mini-swe-agent,mini-swe-agent,gemini-2.5-pro@gemini,False,0.0,False,33,12,640.4329833984375,984154.0,50532.0
